Tomas Army
InfantryUnit,Bear,45,100,5
InfantryUnit,Bear,45,100,5
InfantryUnit,Bear,45,100,5
InfantryUnit,Bear,45,100,5
InfantryUnit,Bear,45,100,5
RangedUnit,Sourcerer,10,20,50
RangedUnit,Sourcerer,10,20,50
RangedUnit,Sourcerer,10,20,50
RangedUnit,Sourcerer,10,20,50
RangedUnit,Sourcerer,10,20,50
RangedUnit,Sourcerer,10,20,50
RangedUnit,Sourcerer,10,20,50
RangedUnit,Sourcerer,10,20,50
RangedUnit,Sourcerer,10,20,50
RangedUnit,Sourcerer,10,20,50
RangedUnit,Sourcerer,10,20,50
RangedUnit,Sourcerer,10,20,50
RangedUnit,Sourcerer,10,20,50
RangedUnit,Sourcerer,10,20,50
RangedUnit,Sourcerer,10,20,50
